a0,b1,c2,d3,e4,f5,g6,h7,i8,j9
weapon_knife,melee_boneglass,80,100,10,10,0,2,,
weapon_knife,melee_improvise,80,100,10,10,0,2,,
weapon_special,special_crossbow,30,90,35,40,0,2,,
weapon_knife,melee_nunchuks,80,100,10,10,0,2,,
weapon_knife,melee_shockbaton,80,100,10,10,0,2,,
weapon_knife,melee_boxing,80,100,10,10,0,2,,
weapon_knife,melee_katana,80,100,10,10,0,2,,
weapon_knife,melee_shovel,80,100,10,10,0,2,,
weapon_special,special_discgun,40,100,50,10,0,2,,
weapon_knife,melee_prosthetic,80,100,10,10,0,2,,
weapon_knife,melee_chainsaw,80,100,10,10,0,2,,
weapon_knife,melee_crescent,80,100,10,10,0,2,,
weapon_special,knife_ballistic,70,100,20,10,0,2,,
weapon_pistol,MPUI_PISTOL,name,,,,,,,
weapon_smg,MPUI_SUB_MACHINE_GUN,name,,,,,,,
weapon_assault,MPUI_ASSAULT_RIFLE,name,,,,,,,
weapon_projectile,MPUI_PROJECTILE,name,,,,,,,
weapon_sniper,MPUI_SNIPER_RIFLE,name,,,,,,,
weapon_shotgun,MPUI_SHOTGUN,name,,,,,,,
weapon_lmg,MPUI_LIGHT_MACHINE_GUN,name,,,,,,,
weapon_cqb,MPUI_CQBS,name,,,,,,,
head,MPUI_FACEPAINT,name,,,,,,,
